"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"SenseNdr","0","101","2203460255744","35516416","34787328","9232","C:\Program Files\Windows Defender Advanced Threat Protection\SenseNdr.exe","""C:\Program Files\Windows Defender Advanced Threat Protection\SenseNdr.exe""  ""7Z0JUxtHFsfno2xRy1YcG8wlrtrdlMH4SGzjBCepDYtdHAITY8xyxHGwvvv+f/30PKOZ0WhmhISgXCpJMz19vv73O7r79VxGY9FqdBQdRs3oODqPftH/qcKW9Z2OpqLJaDGaixZ0Panvgj7z0ayu5/TL3Vh0L+TwIXofnUQflIflcxby2Iwu9f8g2ou29fQ85P1Ud5b/pUp+qKePooZ+H6qkiWhNeTb0mVAJ09FKuFoMZc0rbFFxVxV3VU8bql1DVzP6bSlHq8d2KOVANTmNPoVypsKThyp7X7W4UFvPo8e6ojYf9f8pStd1T2mbCrVwpwO04DvdLut5qIdTakYUm1WtllWbef0uqK7L0ZLyX452ol2laUVb7ZpAq21R/Dh6pdJPVBa5WD2f6h56xXWgJjyPaRk/s9L3lcOi0i/rM6OraZW7rNbSb5TfUG70IDWZ1Xcx0YKN6IeQ+7xit1Q/7690GYYFp8FcTg4zIQdr4wvV6Dx6odLft1s3pjvCPoaeeddO/zJ6G+h/KAptq2e85dauebWJft5p17+p/121y/r6ZfRO+T0PmHNMzQQK/6SSDkTfMz0HBZ21cWpma7T1pY9WQ677yuMgd0Q0ROElYcH7cVJ0n9KXkTGl/ud3LvyC6UZ4uiS6rynGrFKuKYw8poT6WT1d0/W0Wr+otA3dgfN5fdeUCzkTb0nXjAiezKs/uWfUPFTogkIbIQfy5ylpFjU61vQ1ej0MFDkTbXZFF8bHqmh+og9IPFDMY93vqBegMz0A9S50x8jKpj5LpLAcSEN9qdlSqAXXjZCe3E9V0q56HEzAa5JUvtBTxuRhoDw5gcRknV4qxgelt5FJj5P+VJ+m6tyZNlnzTtxZmcdKAxWsNEcEJT4LZYDFp9HLQIX0+HfsxzFfhnqch9hxy6HauvB+3KZvtv60cla9NKe+Ko69obpuq6XnGq1NIZqU0yHdgnJY0NWiPrOidUO/IMBGgpVJb+/qe9ROR1mMkfcKgwvGLQWpcDh6EUwbosGX84xkumS74T/kazUlV+oIZzaeElMrLi2fp8Qxk/kbXRfbaOpN15kwBuaumK7QhVZWpeu0emRRFDXZOa1c4B6E2ti8bqrO96BTzF+XVPfFHrGrohXMDpOqcFyQbq0eLGKRE7StDGJvA22HwQdMupWlKlqqjdrufVAVsXNt7FTlA8jySaF9IYx+5Dn6tWuU3bjAnPixjZAqWHVdzf6Nz+TzVviR5d+dQjEHQEe5anmFLt+NA8wUypDyrUQuLpYejVghvbhiVdRMqacH3Up4qfPT3r05LYqgKRaPpartRG8YTjtNt7x57ayi+UyrRxd69JCPzjr6Tt2RV7UNvbSG62gDFvNt5Yy92naT+WGvtt1sLliudTeV99WdrcrXXRrSjXrJaecs2LXMX16ttJtu26R5umCx7lLEedze7VVbbxsW5ehYZtaybvrsMO2v8hpfHS2ou+w0TS9JgXjeo9MKQF+bVO/5vFIyTecMSL4VMC2tsmiWpbyGbJhbKm0LlLHDqumOhuJuumMRTfNa2Y2S1mudtlS/I/Wm2vnFI7WONd+Lq5VBTczVRsl6L6bVoK108i8r86/WDri+cZc3qrvpAayvfKVPcgWjU3rYuLO+7G0x3xYE9dKlsa7LogYZXUdL6L5Sg7wz2z5Peywad3G7rk7KxXnmj7HR5EBxrYdHidG2nUcNN6x0jyJvvg7kYIEy4zp6fPh6qME+AfaeFNvkrg9i7V81B2blvI7FcZ30KiuxkG5XPyvAetFNo1jZeRT2OiDnivFYzaqlD2y83wwpb2Oy7JoDa4e08Gopxl66m4axsisc7DzwMdRdE6+KMVY3bxrFyu6NYPfMVfN9dtzdLHrdzJm5QclJ3zXRzVbBsmKHcDFfcs2iDrosTR2e7nXvZrEkNebOecpes71Q23MvpkxZiXhbKFM0L3mTd8AUtWu07dT6c+43e323qMesZWW51qjt3ylq2ajuY+lV57JaXR2bobsEKR4b8Cv2EPr8eDHHZ9cxO8LL7/HDAujV7qr6KXvTu+lbxa0t7qEq7RqtvYtF7frKuc3HYbT2Jxb12O3l3KO/xwbPLXjLmvxZPsoHxXyEOn2JVuTLtK8P/o0b8sn5S1c/yJ8KnPkM5CP5yFzIb+ytPPMOg5+S+ULOhNyfywfnzxB+oWfJ/MyDCK5sXLOzBo+V52Hbp2pMfk140zAHAEdc0dVEsFPYcYzX4wN9CCPOin4nFP+R/K/YjzylZ3iFPdJnXm02PHaW1ul1x7NjtagpLzh8+oxCYwX0GnRt8/ro1+C/hW/YnnySDuSRhH8YPfWHnhyFHt0NPTUrGpjUpDdIge8ZPkzmszamp3ui1Y6soD1Rj/jmKzerWE2F7oRQ05x4ztWuUuArORe+uwqbV1xmAnfaNF5XXaiXl8L81FxA047S7qmX8C9lLxp9CC/Y1pXNpNGb+GlRl/mwFsIs9pRKdbn9UqlPlR5/NnwKj/WsqVbjP3mi9pt/HVShP/HlOlaZjjqQ/2Pw1MNbz7Ft/JOd9U4xnhwoJb5y+Nt1epauKByc5NmzY9HPQiD+cJS1Ig80eudMo+RDqBG1oTzzUcXH7kLlnIcwcE6qdbVvP5Rg4dnQpDcse5rMl/SRan2qdOehJNAcl9+tTN+BXrdMXzl3z0B018V2fegBfPHA3qq+tBR/VvNY7Gy7r/J0tpwdg9knydZPtcdntsc62z4W/VcfPJGfynNxQ9919QlhK/LwW49+VdhaNB4QwK/jLZtvJ9d4rnQTygOPy4+hz+CDvsusGCmvRJV6SDGs5mHF5yBiOqapVR8r7GPP5k9/ZkOTpcYITaMFXRuuUwcxpMyWS23y65msUXnUMO90oO+f0Zv2eN8Tjnc1xr6JvlNZjobPbe/nM41BeM4doYD+6YUf9jo+Ef5eCH1vFPs/ulodAoLyKZcNTVIt7sc6nCabdz/IsVlufvkapqvwmyL0FPPbeth5rb41Kc3vcvQ3SYDX4j6n+h6r/ndL4uWJkHcuSZfM7Ungs3sh/2HwHrS36rxnlNDj+3N8TxP/rLDEtmQ8r1wPX8itOlQqj64Xkl/PJNE29HnZllzleM4LIehI+tITSWfTjt7q6p3wM3j0+FxJLJ+MY2dpdXWcp98y01LL0FOd56Al542bq5RXeahAn5lJ6DZTFdFiOJsIOhw2BudecA7GMPCS5cW9pQZjqL6Wg26V10vZ0CRC4zKrSCF6vl5ZpMrqFmmdN6m9vJbEOVOarcT/W/GALemvm4FbbZWUQXCcJ0PgFcjo6tTpT87U6/24zKq9X6eF5WVEZ/9/o3GPvQ4/mFWf82+8YDpcG4+YFSIm9eEpXvd+XZziczvmd+10ydzJMXnfWRrlzClGWY35ieTeK0m8DenLyfO4Bi+7GqppdTzGnKGO1txvmaOMx01ZUj8HbDhfasoKAiunssm3auvIjwI+ho2O28+t6sriOrLK+M5k4BvMRI+HObEtjfrnmm0pp+da3GHjIF/bzHKOpPYQy4/h8Yi4zCo8YrAYcN5+v2QPe3xmTmLr+qskSJ6V6LpwlV7uPjtSjOO6msmm5mUnot/E8y+lmdyTjtIS978vneJb/Xsv3xc3mFK8JcWDM/h1OW7guQybHxgts3QbtB1zFeVWx0zddlaXEZvR34UDZvAvhQX+0QhBEHUwm7oV/d7x7FvZrcm432o1pvP+sD2v2xl6mor1PnV/GH1OhaTzTZd7lklx1COH7dTzE2nMNgdN21saKfwvZ/K1p3fC0/ul5xlXNZ+9prEGitiTz1odZ/qxbjt4/mq9VxdL9W3/qyi3ypiJ12jT62/Ztif1hXp8Fm66qdWJdY2STa3XroT/36Pvw7/r3ruyqnh+Li2af78/0mwj99vi1fy7zm7/lrfn5XH+EIqSaY61upG8fy9tjvtDrcrx788PdO4w92YHbEq2m12wr9V8wv0+/dzTe50tHnWzkbIpfmCt7VZDT+lU2tNqbrJEp5qndypYSXCBsiUU0zOmhZfktLKS7gTZiNU92D69nXTr3UuOpDT1B49U79NeOLq+Gg6Sh9xOvI1+n95Oug8SqdanX+l2m7SEz7I2b6+2MMpSb5Ajtdz8wPfSbNlDyZqJ7X1llXNXd+sKZ3bpmaxF3gMwePsHf7xhrzT0W2YVu6d+WdXnCV5L4/9JdsbTYAFvtGeYsPRamkGoho037ZwGj4B+132GN48cr29VQcCwZxhdTrPX+K/2bKPPH96N/iW7LfvkrlYdOP+e3Vmb0T/073NLLc29lN+xZeuVYKcZ/U9rXuwHPpf1/UH85JNWMtkja+9/sZ3c7KVtafzzlo1B7iAdNofpF9NV8GUzOfVaWIfHxPMhPm9iMwiOO5upYH7A1jzv9L26+XPY7/5ByGFHeTm81N+b3g8968/HdUPMTEY6pmfHrMwqiOlWVlYSp8uqh5dxSSA4kK9s+g6J/BD2YmyFvRW+e4v0tpMiGZJ3nZfz63Ze5XeePtTcHTPsnVysLPLq73V3T6HqM6T1ceen0KTL9JNe4t2LaSxUxx1zwMPjU881s/pMPcnbsN58mRV1SXgpRLELthV0pUlJOdbjWuJa2RhvMqHx2+WyO9N8nzyrXmOaWcbzASzx7rF30s1+1P2F5qTx4NnVPTucedPZ8RB421eEubdRGs11ONtoIMwk3dUirD4Pq7vOE+/RuA59Pn/fM2ur7Javzunw5homr8vKvUutYbaCxGVHEb6H4wrZC78z4mdpmXypnQiWgtPOxsWRkK+cLGMxy1mPvg9pQ/zuF/G1X8T9Bi83qWVdateXnP2XmkYdMrcu2oYnV8EOWgE2YtLfOO1H2ikH8ebF72Jdcu5ZJWlXnxcxBq8DF/2WWlWXr9vG6jJvU740to6dXjX2/a2+1mtrt+zIYP+SrzX7U19r9DVl//fnnrvHS69Nm41ZliedaNbBvKXnxJPeCoV4dgyeL+FPld83zApmn6R1kn54U17+VfZhpXkTJ6LWkYP161EdnUiqRq5sM8mGd305zPwgjJxKR+f3g/T2N9LjH7dtwjVp8IPHzk3lXWnc2Pv1qiOnn/bXQw4+IWivWd3orrjemaxI/N8fBN6BBzxvROasgwdC1XmQaysKw7/wSNIRe3pd4XCbU1l5+Kxy+sGhvryrN7+OnTLzmcp80LYeV6RJYcfybus95bIfcmkpn0HPnWb5VG8+0p82X3cGLi61igQ1Xb1OK8vvTQM/EwFFe+p/f79cr7kDPF7p8Q31/Ksh8Jw6NIhpXsdu66/ENK9hBeNe8JI3y40793fmfQvst/b3fcZ+0YTbE3/mHtHVudYwsMSspJ/TgMTLt+bYv2pzW6zsPBBv45wzbMDFL9ePgqXHe+TJxyw9+13J4YLMmEEn2ohliWR3m9Kuzcq065lga3qc/S/xee+up+Wd9PG1W5rjqic2q6XlbBy/5jQev+a0ZL/G29ivk/HnxSXj8DjPZN0aoRVWFidWe/xkeDI+7+f1OJyhl3/d+BLOGT8eh+tynJ/30x+I06/pNA5kzkl7LnrwegfnSfU3KuvwgbocP16RTfMCzm5iPNc5McNqU4cK5SXCPzXq1jQ/8u+SiKB92DBoGvvSBVhJbUoq2AqrWTeDR0d/lDF+ej34qKYRMAYG2/9JLo6V/DGsvHMVf9CzuLsMv3g33ZU+gP54on43v43i2DwlZ1ub5W4y5EUYKx6+BlKOKz0L2mtTyF1RPVak03D+z7BQh8acXqXK9tEo29Cui9Q9VaO/0ZdvcaTPURgXspCUvJtnXFxmR7/7QU5zwhnX5lW/q2vOuhuXfEZq8sZ6v+Z9NkhxZpubIQfesEpuSyW5XTyPjPVke9LeyAL3MxPd0w/+xxkd7/U9V8xPsrTgkZYKS4x7xn76fLx4buaVbDSsfE4b8lP1OLHtWK1jTvNCTzkdr/PkyFWNwQvx32xaRi02GefAUS5rfmXqZP6ma4oL1WkVux2WVfKpSmpK87L3uGF5nrZLhvu/VV2P2nHRz1hzTNaK0/+gyInikh8nYBh/cy7HSQnG75wqdhbhPfWshVuKe8IEI4474+XszIAXdasPmiI1Km7Vc+XwXq2g/zrr7nKtHkVnSpTNefhFFOX9brxrnRMh/T1DnXUsQ9+y9IKyaOhoL9YnrTYFfxONmsJSb2Rmab0vRB2p95vKqxX9Hw==""","System.Diagnostics.Process (MsSense)","Microsoft","27.109375","2.2.0.2","2.2.0.2","Windows Defender Advanced Threat Protection - Sense NDR module","Microsoft (R) Windows (R) Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8572","8",,"False","6/6/2023 6:40:10 AM",,"4644",".","104857600","81920","System.Diagnostics.ProcessModuleCollection","9232","9232","34787328","34787328","86128","86128","72409088","72409088","76034048","76034048","2203481952256","163729408","True","Normal","34787328","34787328","3","0",,"System.Diagnostics.ProcessThreadCollection","101","2203460255744","142032896","False",,,,"35516416","35516416",,"System.Diagnostics.ProcessModule (SenseNdr.exe)","00:00:02.3437500","00:00:27.1093750","00:00:24.7656250","SenseNdr","0","","True",,
"services","0","557","2203382173696","10534912","5263360","11904",,,,,"17.15625",,,,,"Process",,,"9",,"False","6/6/2023 6:39:48 AM",,"680",".",,,,"11904","11904","5263360","5263360","132584","132584","6377472","6377472","10657792","10657792","2203399368704","81145856",,,"5263360","5263360",,"0",,"System.Diagnostics.ProcessThreadCollection","557","2203382173696","63950848","False",,,,"10534912","10534912",,,"00:00:13.1250000","00:00:17.1562500","00:00:04.0312500","services","0","","True",,
"SgrmBroker","0","91","2203375685632","6422528","3530752","6448",,,,,"0.125",,,,,"Process",,,"8",,"False","6/6/2023 6:39:50 AM",,"2780",".",,,,"6448","6448","3530752","3530752","33904","33904","4939776","4939776","7614464","7614464","2203377782784","59559936",,,"3530752","3530752",,"0",,"System.Diagnostics.ProcessThreadCollection","91","2203375685632","57462784","False",,,,"6422528","6422528",,,"00:00:00.0781250","00:00:00.1250000","00:00:00.0468750","SgrmBroker","0","","True",,
"ShellExperienceHost","2","824","2203688660992","63852544","19394560","32000","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","""C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca","System.Diagnostics.Process (svchost)","Microsoft Corporation","0.890625","10.0.17763.2989 (WinBuild.160101.0800)","10.0.17763.2989","Windows Shell Experience Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7996","8",,"False","6/6/2023 6:41:04 AM",,"5916",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","32000","32000","19394560","19394560","625264","625264","20230144","20230144","64315392","64315392","2203702292480","384069632","True","Normal","19394560","19394560","3","2",,"System.Diagnostics.ProcessThreadCollection","824","2203688660992","370438144","False",,,,"63852544","63852544",,"System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","00:00:00.3906250","00:00:00.8906250","00:00:00.5000000","ShellExperienceHost","0","","True",,
"sihost","2","473","2203483541504","26890240","5296128","17520","C:\Windows\system32\sihost.exe","sihost.exe","System.Diagnostics.Process (svchost)","Microsoft Corporation","1.625","10.0.17763.2989 (WinBuild.160101.0800)","10.0.17763.2989","Shell Infrastructure Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7540","8",,"False","6/6/2023 6:40:55 AM",,"1760",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17520","17520","5296128","5296128","251808","251808","5591040","5591040","27148288","27148288","2203490680832","172457984","True","Normal","5296128","5296128","3","2",,"System.Diagnostics.ProcessThreadCollection","473","2203483541504","165318656","False",,,,"26890240","26890240",,"System.Diagnostics.ProcessModule (sihost.exe)","00:00:01.0937500","00:00:01.6250000","00:00:00.5312500","sihost","0","","True",,
"smartscreen","2","445","2238108520448","28872704","9068544","23944","C:\Windows\System32\smartscreen.exe","C:\Windows\System32\smartscreen.exe -Embedding","System.Diagnostics.Process (svchost)","Microsoft Corporation","1.1875","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Windows Defender SmartScreen","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8668","8",,"False","6/6/2023 6:40:59 AM",,"5424",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23944","23944","9068544","9068544","250216","250216","10297344","10297344","132571136","132571136","2238123651072","445689856","True","Normal","9068544","9068544","3","2",,"System.Diagnostics.ProcessThreadCollection","445","2238108520448","430559232","False",,,,"28872704","28872704",,"System.Diagnostics.ProcessModule (smartscreen.exe)","00:00:00.3281250","00:00:01.1875000","00:00:00.8593750","smartscreen","0","","True",,
"smss","0","56","2203358609408","1208320","507904","3224",,,,,"0.203125",,,,,"Process",,,"11",,"False","6/6/2023 6:39:46 AM",,"340",".",,,,"3224","3224","507904","507904","13120","13120","577536","577536","1286144","1286144","2203381116928","62894080",,,"507904","507904",,"0",,"System.Diagnostics.ProcessThreadCollection","56","2203358609408","40386560","False",,,,"1208320","1208320",,,"00:00:00.1875000","00:00:00.2031250","00:00:00.0156250","smss","0","","True",,
"spoolsv","0","569","2203486711808","26660864","9506816","28448","C:\Windows\System32\spoolsv.exe","C:\Windows\System32\spoolsv.exe","System.Diagnostics.Process (services)","Microsoft Corporation","3.34375","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Spooler SubSystem App","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8912","8",,"False","6/6/2023 6:39:50 AM",,"2612",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","28448","28448","9506816","9506816","266168","266168","10838016","10838016","28860416","28860416","2203494846464","176623616","True","Normal","9506816","9506816","3","0",,"System.Diagnostics.ProcessThreadCollection","569","2203486711808","168488960","False",,,,"26660864","26660864",,"System.Diagnostics.ProcessModule (spoolsv.exe)","00:00:01.1875000","00:00:03.3437500","00:00:02.1562500","spoolsv","0","","True",,
"svchost","0","166","2203429658624","7794688","2342912","9624","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k LocalService -p -s FontCache","System.Diagnostics.Process (services)","Microsoft Corporation","0.171875","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9272","8",,"False","6/6/2023 6:39:49 AM",,"372",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9624","9624","2342912","2342912","143000","143000","2588672","2588672","10399744","10399744","2203488415744","170192896","True","Normal","2342912","2342912","3","0",,"System.Diagnostics.ProcessThreadCollection","166","2203429658624","111435776","False",,,,"7794688","7794688",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0937500","00:00:00.1718750","00:00:00.0781250","svchost","0","","True",,
"svchost","0","947","2203596070912","82399232","55291904","29624","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k termsvcs -s TermService","System.Diagnostics.Process (services)","Microsoft Corporation","78.609375","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6800","8",,"False","6/6/2023 6:39:48 AM",,"756",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","29624","29624","55291904","55291904","330376","330376","88850432","88850432","92377088","92377088","2203617996800","299773952","True","Normal","55291904","55291904","3","0",,"System.Diagnostics.ProcessThreadCollection","947","2203596070912","277848064","False",,,,"82399232","82399232",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:12.2500000","00:01:18.6093750","00:01:06.3593750","svchost","0","","True",,
"svchost","0","90","2203373715456","4190208","925696","5024","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p -s PlugPlay","System.Diagnostics.Process (services)","Microsoft Corporation","0.03125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6644","8",,"False","6/6/2023 6:39:48 AM",,"804",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","5024","5024","925696","925696","41032","41032","1069056","1069056","4259840","4259840","2203375812608","57589760","True","Normal","925696","925696","3","0",,"System.Diagnostics.ProcessThreadCollection","90","2203373715456","55492608","False",,,,"4190208","4190208",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0156250","00:00:00.0312500","00:00:00.0156250","svchost","0","","True",,
"svchost","0","922","2203432329216","22888448","7127040","20000","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p","System.Diagnostics.Process (services)","Microsoft Corporation","3.390625","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7096","8",,"False","6/6/2023 6:39:48 AM",,"824",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20000","20000","7127040","7127040","377744","377744","7540736","7540736","23019520","23019520","2203444686848","126464000","True","Normal","7127040","7127040","3","0",,"System.Diagnostics.ProcessThreadCollection","922","2203432329216","114106368","False",,,,"22888448","22888448",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:02.5000000","00:00:03.3906250","00:00:00.8906250","svchost","0","","True",,
"svchost","0","221","2203397193728","10461184","2072576","12176","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s NcbService","System.Diagnostics.Process (services)","Microsoft Corporation","0.125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8224","8",,"False","6/6/2023 6:39:48 AM",,"840",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12176","12176","2072576","2072576","94376","94376","2445312","2445312","10575872","10575872","2203403485184","85262336","True","Normal","2072576","2072576","3","0",,"System.Diagnostics.ProcessThreadCollection","221","2203397193728","78970880","False",,,,"10461184","10461184",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0468750","00:00:00.1250000","00:00:00.0781250","svchost","0","","True",,
"svchost","0","901","2203402395648","12742656","6692864","16608","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k RPCSS -p","System.Diagnostics.Process (services)","Microsoft Corporation","8.28125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7272","8",,"False","6/6/2023 6:39:48 AM",,"940",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16608","16608","6692864","6692864","126504","126504","7012352","7012352","13770752","13770752","2203406032896","87810048","True","Normal","6692864","6692864","3","0",,"System.Diagnostics.ProcessThreadCollection","901","2203402395648","84172800","False",,,,"12742656","12742656",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:03.2656250","00:00:08.2812500","00:00:05.0156250","svchost","0","","True",,
"svchost","0","352","2203397869568","11100160","2768896","11504","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k DcomLaunch -p -s LSM","System.Diagnostics.Process (services)","Microsoft Corporation","1.125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6916","8",,"False","6/6/2023 6:39:48 AM",,"984",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11504","11504","2768896","2768896","146024","146024","3211264","3211264","11366400","11366400","2203406258176","88035328","True","Normal","2768896","2768896","3","0",,"System.Diagnostics.ProcessThreadCollection","352","2203397869568","79646720","False",,,,"11100160","11100160",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.8906250","00:00:01.1250000","00:00:00.2343750","svchost","0","","True",,
"svchost","0","120","2203385196544","5795840","1294336","7456","C:\Windows\System32\svchost.exe","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s lmhosts","System.Diagnostics.Process (services)","Microsoft Corporation","0.03125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6252","8",,"False","6/6/2023 6:39:48 AM",,"1004",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7456","7456","1294336","1294336","62640","62640","1466368","1466368","5873664","5873664","2203386769408","68546560","True","Normal","1294336","1294336","3","0",,"System.Diagnostics.ProcessThreadCollection","120","2203385196544","66973696","False",,,,"5795840","5795840",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0156250","00:00:00.0312500","00:00:00.0156250","svchost","0","","True",,
"svchost","0","178","2203400671232","12177408","1658880","8968","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s TimeBrokerSvc","System.Diagnostics.Process (services)","Microsoft Corporation","0.125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8936","8",,"False","6/6/2023 6:39:48 AM",,"1112",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8968","8968","1658880","1658880","102624","102624","2084864","2084864","12251136","12251136","2203404341248","86118400","True","Normal","1658880","1658880","3","0",,"System.Diagnostics.ProcessThreadCollection","178","2203400671232","82448384","False",,,,"12177408","12177408",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0625000","00:00:00.1250000","00:00:00.0625000","svchost","0","","True",,
"svchost","0","159","2203392925696","6238208","1388544","6928","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork -p","System.Diagnostics.Process (services)","Microsoft Corporation","0.078125","10.0.17763.1 (WinBuild.160101.0800)","10.0.17763.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8484","8",,"False","6/6/2023 6:39:48 AM",,"1152",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","6928","6928","1388544","1388544","62936","62936","1474560","1474560","6258688","6258688","2203395022848","76800000","True","Normal","1388544","1388544","3","0",,"System.Diagnostics.ProcessThreadCollection","159","2203392925696","74702848","False",,,,"6238208","6238208",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0312500","00:00:00.0781250","00:00:00.0468750","svchost","0","","True",,
